Plot_Number,Tag_Num,Tree.ID,X.Person1,Y.Person1,Elevation.Person1,Total.Height.Person1,Height.To.Crown.Base.Person1,Max.Crown.Diameter.Person1,Min.Crown.Diameter.Person1,Crown.Rotation.Person1,R.Person1,G.Person1,B.Person1,DBH.Person1,Lean.Angle.From.Vertical.Person1,Lean.Azimuth.Person1,Status.Code.Person1,TopX.Person1,TopY.Person1,X.Person2,Y.Person2,Elevation.Person2,Total.Height.Person2,Height.To.Crown.Base.Person2,Max.Crown.Diameter.Person2,Min.Crown.Diameter.Person2,Crown.Rotation.Person2,R.Person2,G.Person2,B.Person2,DBH.Person2,Lean.Angle.From.Vertical.Person2,Lean.Azimuth.Person2,Status.Code.Person2,TopX.Person2,TopY.Person2,diffX,diffY,diffTopX,diffTopY,diff,diffTop,PlotID,Study,Year,Plot_Name,Species,DBH_cm,LiDAR_visible,Distance,Azimuth,Anomaly_Num,Anomaly1,Anomaly2,Anomaly3,Bear_damage_percent,Note,Xfield,Yfield,hanusHt,fvsHt,origdiffX.Person1,origdiffY.Person1,origdiff.Person1,origdiffX.Person2,origdiffY.Person2,origdiff.Person2,heightdiff,aveBaseX,aveBaseY,aveBaseElevation,aveHeight,aveTopX,aveTopY,topElevation,aveCrownDia,DataFile,FileTitle,Total.return.count,Return.1.count,Return.2.count,Return.3.count,Return.4.count,Return.5.count,Return.6.count,Return.7.count,Return.8.count,Return.9.count,Other.return.count,Elev.minimum,Elev.maximum,Elev.mean,Elev.mode,Elev.stddev,Elev.variance,Elev.CV,Elev.IQ,Elev.skewness,Elev.kurtosis,Elev.AAD,Elev.MAD.median,Elev.MAD.mode,Elev.L1,Elev.L2,Elev.L3,Elev.L4,Elev.L.CV,Elev.L.skewness,Elev.L.kurtosis,Elev.P01,Elev.P05,Elev.P10,Elev.P20,Elev.P25,Elev.P30,Elev.P40,Elev.P50,Elev.P60,Elev.P70,Elev.P75,Elev.P80,Elev.P90,Elev.P95,Elev.P99,Canopy.relief.ratio,Elev.SQRT.mean.SQ,Elev.CURT.mean.CUBE,Int.minimum,Int.maximum,Int.mean,Int.mode,Int.stddev,Int.variance,Int.CV,Int.IQ,Int.skewness,Int.kurtosis,Int.AAD,Int.L1,Int.L2,Int.L3,Int.L4,Int.L.CV,Int.L.skewness,Int.L.kurtosis,Int.P01,Int.P05,Int.P10,Int.P20,Int.P25,Int.P30,Int.P40,Int.P50,Int.P60,Int.P70,Int.P75,Int.P80,Int.P90,Int.P95,Int.P99,Profile.area
21,126,21_126_PSME,401626.4975,5277732.472,186.762971,29.802155,17.881293,4.164745,4.164745,0,244,120,50,0.371,0.499017,358.78582,0,401626.492,5277732.731,401626.4535,5277732.344,-32767,29.841688,17.905013,4.164745,4.164745,0,244,120,50,0.371,0.747681,5.673992,0,401626.492,5277732.731,0.044,0.128,-6.05E-09,-2.79E-08,0.135351394,2.8587962460091e-08,21,T3,2021,21_D_Alt-2_Poly_2,PSME,37.1,Y,3,273,0,0,NA,NA,NA,NA,401627.7594,5277733.832,29.67004055,26.0296552,-1.261861396,-1.36000787,1.855240035,-1.305861396,-1.48800787,1.979757916,0.039533,401626.4755,5277732.408,186.762971,29.8219215,401626.492,5277732.731,216.5848925,4.164745,H:\T3_DroneLidar\Da\Plots20_21_22\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_21_Tree_126.las,Plot_21_Tree_126,3466,3240,224,2,0,0,0,0,0,0,0,0,3,1.200214,1.285714,0.708279,0.501659,0.590127,1.18975,0.087069,2.125225,0.593266,0.564,0.546714,1.200214,0.406267,0.004959,0.017393,0.338495,0.012206,0.042813,0.03065,0.10325,0.2255,0.417,0.55025,0.7285,1.033,1.24,1.407,1.647,1.74,1.825,2.131,2.367,2.732151,0.400071,1.393567,1.527725,147,249,187.965955,184.238095,15.563953,242.236647,0.082802,13,0.831626,4.155565,11.638855,187.965955,8.358158,1.167232,1.634939,0.044466,0.139652,0.19561,159,166,172,178,178,178,185,185,191,191,191,198,210,223,236,42.898319
21,128,21_128_TSHE,401631.4655,5277733.848,190.96314,27.255945,16.353567,4.154874,4.154874,0,244,120,50,0.359,0.148365,13.937797,0,401631.4825,5277733.917,401631.462,5277733.866,-32767,27.251245,16.350747,4.154874,4.154874,0,244,120,50,0.359,0.347026,41.561469,0,401631.5715,5277733.989,0.0035,-0.0175,-0.088999881,-0.072499819,0.017846568,0.114791997,21,T3,2021,21_D_Alt-2_Poly_2,TSHE,35.9,Y,0,0,0,0,NA,NA,NA,NA,401630.7553,5277733.675,31.6712575,25.96796367,0.71025,0.1735,0.731134264,0.70675,0.191000001,0.732104202,0.0047,401631.4638,5277733.857,190.96314,27.253595,401631.527,5277733.953,218.216735,4.154874,H:\T3_DroneLidar\Da\Plots20_21_22\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_21_Tree_128.las,Plot_21_Tree_128,2858,2654,202,2,0,0,0,0,0,0,0,0,3,1.012587,0,0.728331,0.530466,0.719277,1.119,0.633636,2.698611,0.61103,0.5515,0.8775,1.012587,0.409407,0.058149,0.023853,0.404318,0.142033,0.058262,0.011,0.05985,0.132,0.3158,0.413,0.5121,0.6576,0.8775,1.19,1.42,1.532,1.62,1.9969,2.394345,2.89029,0.337529,1.247242,1.42503,140,242,186.074528,190.190476,14.896365,221.901689,0.080056,13,0.567821,3.910082,11.26397,186.074528,8.105574,0.550192,1.404476,0.043561,0.067878,0.173273,153,166,166,172,178,178,185,185,191,191,191,198,204,210,230,34.011009
21,15,21_15_TSHE,401632.2015,5277748.088,193.156352,37.447286,22.468371,5.694011,5.694011,0,244,120,50,0.571,0.535023,54.30994,0,401632.4855,5277748.292,401632.2644,5277747.363,-32767,37.36998,22.421988,5.694011,5.694011,0,244,120,50,0.571,1.497384,18.023196,0,401632.5665,5277748.292,-0.062861,0.724609001,-0.080999991,-3.75E-07,0.727330536,0.080999991,21,T3,2021,21_D_Alt-2_Poly_2,TSHE,57.1,Y,13.5,2,0,0,NA,NA,NA,NA,401631.2264,5277747.166,42.45426853,35.58757167,0.975106795,0.921223841,1.34144945,1.037967795,0.19661484,1.056425359,0.077306,401632.2329,5277747.725,193.156352,37.408633,401632.526,5277748.292,230.564985,5.694011,H:\T3_DroneLidar\Da\Plots20_21_22\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_21_Tree_15.las,Plot_21_Tree_15,2791,2739,52,0,0,0,0,0,0,0,0,0,3,1.15466,0.285714,0.797524,0.636044,0.6907,1.169,0.566424,2.406827,0.663042,0.583,0.746286,1.15466,0.45027,0.062919,0.025783,0.389959,0.139735,0.057261,0.0209,0.117,0.209,0.349,0.4425,0.619,0.805,1.032,1.327,1.484,1.6115,1.821,2.396,2.756,2.923301,0.384887,1.403231,1.591243,134,242,187.183447,190.571429,17.407102,303.007195,0.092995,20,0.07853,3.082514,13.560407,187.183447,9.70212,0.127925,1.470651,0.051832,0.013185,0.15158,147,159,166,172,178,178,185,185,191,198,198,198,210,217,230,38.498523
21,23,21_23_TSHE,401637.7077,5277741.629,195.428157,26.21762,15.730571,4.633515,4.633515,0,244,120,50,0.418,1.395555,158.714376,0,401637.9395,5277741.035,401637.857,5277740.996,-32767,26.314607,15.788764,4.633515,4.633515,0,244,120,50,0.418,0.174829,62.158374,0,401637.928,5277741.033,-0.149294,0.633462,0.01150001,0.001000163,0.650817028,0.011543421,21,T3,2021,21_D_Alt-2_Poly_2,TSHE,41.8,Y,10.2,39,0,0,NA,NA,NA,NA,401637.1743,5277741.601,35.04429677,28.95946866,0.533388011,0.02807319,0.534126272,0.682682011,-0.60538881,0.912441965,0.096987,401637.7824,5277741.313,195.428157,26.2661135,401637.9337,5277741.034,221.6942705,4.633515,H:\T3_DroneLidar\Da\Plots20_21_22\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_21_Tree_23.las,Plot_21_Tree_23,2732,2509,213,10,0,0,0,0,0,0,0,0.002,3,1.001805,0.192349,0.649799,0.422238,0.648628,0.8035,0.788641,3.177847,0.506679,0.401,0.757151,1.001805,0.359253,0.055683,0.044354,0.358606,0.154996,0.123463,0.03662,0.13255,0.2091,0.439,0.52975,0.602,0.7564,0.9495,1.063,1.2297,1.33325,1.416,2.1049,2.289,2.78214,0.333491,1.194026,1.355444,147,249,189.45388,190.714286,15.031508,225.946243,0.079341,20,0.430929,3.831806,11.453793,189.45388,8.215563,0.428479,1.421666,0.043364,0.052155,0.173045,159,166,172,178,178,185,185,191,191,198,198,198,210,217,234.139648,34.962445
21,27,21_27_TSHE,401644.9876,5277740.314,199.356628,25.851733,15.51104,4.363312,4.363312,0,244,120,50,0.384,1.457494,178.159817,0,401645.0087,5277739.657,401644.885,5277739.671,-32767,26.070352,15.642211,4.363312,4.363312,0,244,120,50,0.384,0.01,90,0,401644.8896,5277739.671,0.10261,0.643165,0.119174846,-0.014043143,0.651298725,0.11999939,21,T3,2021,21_D_Alt-2_Poly_2,TSHE,38.4,Y,16.2,66,0,0,NA,NA,NA,NA,401645.5547,5277740.264,33.1427449,27.27070023,-0.567076414,0.05053138,0.569323352,-0.669686414,-0.59263362,0.894256395,0.218619,401644.9363,5277739.993,199.356628,25.9610425,401644.9491,5277739.664,225.3176705,4.363312,H:\T3_DroneLidar\Da\Plots20_21_22\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_21_Tree_27.las,Plot_21_Tree_27,230,216,14,0,0,0,0,0,0,0,0,0.003,3,1.127013,0.954429,0.701487,0.492084,0.62243,0.48475,0.508162,3.357737,0.510048,0.2315,0.358071,1.127013,0.382966,0.025539,0.068153,0.339806,0.066688,0.177962,0.00929,0.0286,0.1127,0.4148,0.84425,0.9222,1,1.1115,1.2142,1.2909,1.329,1.8544,1.9814,2.12185,2.98717,0.375046,1.326689,1.483168,153,223,179.778261,184.111111,10.629466,112.985552,0.059125,13,0.57341,4.315324,8.22276,179.778261,5.710139,0.284391,0.977456,0.031762,0.049805,0.171179,159,166,166,172,172,172,178,178,185,185,185,185,191,198,210,36.67071
21,29,21_29_TSHE,401641.7925,5277737.296,197.156324,18.885913,11.331548,2.697865,2.697865,0,244,120,50,0.21,2.904146,265.962289,0,401640.838,5277737.229,401641.0851,5277736.701,-32767,18.870895,11.322537,2.697865,2.697865,0,244,120,50,0.21,0.605015,215.267819,0,401640.97,5277736.538,0.707445,0.594809,-0.131984103,0.690124821,0.924270618,0.702632245,21,T3,2021,21_D_Alt-2_Poly_2,TSHE,21,Y,11.7,73,0,0,NA,NA,NA,NA,401641.944,5277737.095,21.23396417,16.86165787,-0.151515645,0.20075105,0.251511381,-0.858960645,-0.39405795,0.945037067,0.015018,401641.4388,5277736.999,197.156324,18.878404,401640.904,5277736.884,216.034728,2.697865,H:\T3_DroneLidar\Da\Plots20_21_22\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_21_Tree_29.las,Plot_21_Tree_29,655,486,156,13,0,0,0,0,0,0,0,0.007,3,0.712238,0.007,0.682183,0.465373,0.957802,0.6175,1.657366,5.290689,0.491676,0.305,0.521,0.712238,0.342518,0.117378,0.066814,0.480904,0.342691,0.195067,0.01408,0.048,0.0984,0.1924,0.239,0.2814,0.4042,0.528,0.654,0.806,0.8565,0.9606,1.9012,2.2745,2.919,0.235629,0.985873,1.234096,147,223,184.458015,177.15873,13.283005,176.438219,0.072011,13,0.136216,2.895063,10.589802,184.458015,7.438303,0.226403,0.816695,0.040325,0.030437,0.109796,153,166,166,172,178,178,178,185,185,191,191,198,204,204,217,23.325715
21,30,21_30_PSME,401638.122,5277737.606,195.033231,24.463627,14.678176,3.538406,3.538406,0,244,120,50,0.291,1.141359,9.926246,0,401638.206,5277738.086,401638.1494,5277738.058,-32767,24.396391,14.637835,3.538406,3.538406,0,244,120,50,0.291,0.148185,63.691396,0,401638.206,5277738.086,-0.027439,-0.452035001,-1.06E-07,3.73460352420807e-07,0.452867023,3.88084164825992e-07,21,T3,2021,21_D_Alt-2_Poly_2,PSME,29.1,Y,8.3,55,0,0,NA,NA,NA,NA,401637.5542,5277738.435,24.60237815,22.11503967,0.567788032,-0.82918442,1.004952761,0.595227032,-0.37714942,0.704653748,0.067236,401638.1357,5277737.832,195.033231,24.430009,401638.206,5277738.086,219.46324,3.538406,H:\T3_DroneLidar\Da\Plots20_21_22\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_21_Tree_30.las,Plot_21_Tree_30,2658,2413,240,5,0,0,0,0,0,0,0,0,3,1.07404,0.52381,0.747735,0.559108,0.69619,1.212,0.584052,2.098674,0.660876,0.449,0.40719,1.07404,0.416296,0.076254,0.011012,0.387598,0.183173,0.026452,0.015,0.087,0.2891,0.481,0.516,0.548,0.609,0.701,1.1832,1.5689,1.728,1.8428,2.234,2.444,2.711159,0.358013,1.308609,1.486378,140,255,184.344244,183.809524,15.209885,231.340616,0.082508,19,0.826301,4.26206,11.449427,184.344244,8.227892,1.059711,1.395019,0.044633,0.128795,0.169548,153,166,166,172,172,178,178,185,185,191,191,198,204,217,230,38.565149
21,37,21_37_TSHE,401646.164,5277732.068,198.513824,23.04854,13.829124,4.264343,4.264343,0,244,120,50,0.372,0.821072,15.993053,0,401646.255,5277732.386,401646.2655,5277732.295,-32767,22.917071,13.750243,4.264343,4.264343,0,244,120,50,0.372,0.225737,342.267416,0,401646.238,5277732.381,-0.1015,-0.227,0.016999995,0.004500251,0.248658903,0.017585565,21,T3,2021,21_D_Alt-2_Poly_2,TSHE,37.2,Y,17,99,0,0,NA,NA,NA,NA,401647.546,5277731.015,32.44458671,26.65214116,-1.38195179,1.05288591,1.737342651,-1.28045179,1.27988591,1.810432194,0.131469,401646.2148,5277732.182,198.513824,22.9828055,401646.2465,5277732.383,221.4966295,4.264343,H:\T3_DroneLidar\Da\Plots20_21_22\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_21_Tree_37.las,Plot_21_Tree_37,3221,2887,326,8,0,0,0,0,0,0,0,0.003,3,1.207991,0.669,0.671633,0.451091,0.555992,0.984,0.423434,2.58694,0.550858,0.469,0.531,1.207991,0.380547,0.035592,0.033868,0.315025,0.093528,0.088998,0.0382,0.16,0.373,0.644,0.711,0.779,0.932,1.122,1.309,1.564,1.695,1.831,2.1,2.474,2.8648,0.402066,1.382098,1.521935,147,230,189.304874,190.47619,11.833007,140.020066,0.062508,13,-0.037358,3.535786,9.1939,189.304874,6.480799,-0.223668,1.01378,0.034235,-0.034512,0.156428,159,166,172,178,185,185,185,191,191,198,198,198,204,210,223,41.16249
21,39,21_39_TSHE,401643.056,5277732.57,196.981054,25.42934,15.257604,4.371472,4.371472,0,244,120,50,0.385,1.064406,347.964542,0,401642.9575,5277733.032,401642.9787,5277732.732,-32767,25.446598,15.267958,4.371472,4.371472,0,244,120,50,0.385,0.399481,35.818251,0,401643.0825,5277732.876,0.077328,-0.162134999,-0.125000337,0.156000067,0.179631227,0.199902739,21,T3,2021,21_D_Alt-2_Poly_2,TSHE,38.5,Y,13.2,99,0,0,NA,NA,NA,NA,401643.7927,5277731.61,33.20026493,27.32169872,-0.736736096,0.960434941,1.210460801,-0.814064096,1.12256994,1.386673582,0.017258,401643.0173,5277732.651,196.981054,25.437969,401643.02,5277732.954,222.419023,4.371472,H:\T3_DroneLidar\Da\Plots20_21_22\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_21_Tree_39.las,Plot_21_Tree_39,2212,2054,148,10,0,0,0,0,0,0,0,0,3,0.996377,0,0.72424,0.524524,0.726874,1.1145,0.536979,2.675635,0.598008,0.567,1.0605,0.996377,0.4066,0.044755,0.023588,0.408079,0.110072,0.058012,0.01211,0.048,0.106,0.2442,0.30875,0.4003,0.7112,1.0605,1.194,1.341,1.42325,1.5098,2.0091,2.4437,2.86367,0.332126,1.231687,1.402754,147,242,188.329114,190.730159,13.700294,187.698057,0.072747,20,0.007168,3.267925,10.801451,188.329114,7.590225,-0.183747,1.076237,0.040303,-0.024208,0.141792,159,166,172,178,178,185,185,191,191,198,198,198,204,210,223,33.769446
21,51,21_51_PSME,401643.158,5277723.822,194.730008,26.176431,15.705859,4.215767,4.215767,0,244,120,50,0.378,1.90328,319.899092,0,401642.598,5277724.487,401642.7534,5277724.246,-32767,26.256535,15.753921,4.215767,4.215767,0,244,120,50,0.378,0.853808,255.271689,0,401642.375,5277724.147,0.404602,-0.424471,0.223000408,0.339999799,0.586411467,0.406606745,21,T3,2021,21_D_Alt-2_Poly_2,PSME,37.8,Y,14.1,128,0,0,NA,NA,NA,NA,401641.8662,5277724.994,30.0869105,26.34854093,1.291798374,-1.1716732,1.744007204,0.887196374,-0.7472022,1.15992609,0.080104,401642.9557,5277724.034,194.730008,26.216483,401642.4865,5277724.317,220.946491,4.215767,H:\T3_DroneLidar\Da\Plots20_21_22\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_21_Tree_51.las,Plot_21_Tree_51,2381,2034,330,17,0,0,0,0,0,0,0,0.003,3,1.048992,0.098143,0.712381,0.507486,0.67911,1.126,0.366438,2.132572,0.618084,0.567,0.818857,1.048992,0.406697,0.03768,0.007793,0.387702,0.09265,0.019161,0.0208,0.077,0.14,0.353,0.439,0.513,0.73,0.917,1.318,1.485,1.565,1.688,2.072,2.196,2.7162,0.349013,1.267934,1.423266,147,249,190.681226,190.714286,13.604946,185.094559,0.071349,13,0.45112,4.545803,9.970655,190.681226,7.315547,0.250932,1.397128,0.038365,0.034301,0.190981,159,172,172,178,185,185,185,191,191,198,198,198,204,210,230,37.578828
21,53,21_53_PSME,401645.5465,5277727.264,197.876475,24.001564,14.400938,3.2975,3.2975,0,244,120,50,0.263,0.093991,252.255328,0,401645.509,5277727.252,401645.5465,5277727.264,-32767,24.000623,14.400374,3.2975,3.2975,0,244,120,50,0.263,0.373929,111.733483,0,401645.692,5277727.206,0,0,-0.183000034,0.045999881,0,0.188692876,21,T3,2021,21_D_Alt-2_Poly_2,PSME,26.3,Y,16.4,114,0,0,NA,NA,NA,NA,401645.7374,5277727.004,22.680692,20.60937206,-0.190895505,0.259980951,0.322538662,-0.190895505,0.259980951,0.322538662,0.000941,401645.5465,5277727.264,197.876475,24.0010935,401645.6005,5277727.229,221.8775685,3.2975,H:\T3_DroneLidar\Da\Plots20_21_22\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_21_Tree_53.las,Plot_21_Tree_53,3220,2889,330,1,0,0,0,0,0,0,0,0,3,1.121924,0.52381,0.718833,0.516721,0.640715,1.134,0.501225,2.222289,0.622279,0.508,0.476,1.121924,0.406592,0.055744,0.014113,0.362406,0.137101,0.034711,0.02519,0.148,0.2909,0.4988,0.55075,0.5987,0.701,0.933,1.2938,1.5796,1.68475,1.7952,2.1653,2.46005,2.73881,0.373975,1.332394,1.494337,140,249,181.422671,176.333333,15.329738,235.000853,0.084497,19,0.783758,3.990063,12.09917,181.422671,8.384871,1.098668,1.169902,0.046217,0.13103,0.139525,153,159,166,166,172,172,178,178,185,185,191,191,204,210,223,39.918586
21,57,21_57_PSME,401638.822,5277723.015,191.931793,37.740557,22.644334,5.015029,5.015029,0,244,120,50,0.498,0.762602,62.363648,0,401639.267,5277723.248,401639.121,5277722.894,-32767,37.642639,22.585584,5.015029,5.015029,0,244,120,50,0.498,0.582455,22.425862,0,401639.267,5277723.248,-0.29902,0.12072,3.01690306514502e-07,-2.67E-07,0.322469035,4.0306421329756e-07,21,T3,2021,21_D_Alt-2_Poly_2,PSME,49.8,Y,13.6,147,0,0,NA,NA,NA,NA,401638.1623,5277722.269,36.684672,31.3439314,0.659659124,0.746419719,0.996138824,0.958679124,0.625699719,1.144799459,0.097918,401638.9715,5277722.955,191.931793,37.691598,401639.267,5277723.248,229.623391,5.015029,H:\T3_DroneLidar\Da\Plots20_21_22\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_21_Tree_57.las,Plot_21_Tree_57,3448,3316,132,0,0,0,0,0,0,0,0,0,3,1.049821,0.809524,0.66365,0.440431,0.632155,1.0355,0.082464,2.19928,0.572672,0.577,0.662,1.049821,0.376936,-0.001643,0.009711,0.359048,-0.004359,0.025763,0.008,0.04435,0.096,0.295,0.5365,0.7151,0.8278,0.96,1.42,1.5249,1.572,1.627,1.7753,1.998348,2.558,0.34994,1.241945,1.369377,128,249,180.165023,183.698413,16.036178,257.159008,0.089008,19,0.454533,4.375777,12.208868,180.165023,8.701151,0.344095,1.571833,0.048295,0.039546,0.180647,147,153,159,166,172,172,178,178,185,185,191,191,198,204,230,39.980671
21,58,21_58_PSME,401636.598,5277720.161,189.785089,33.445462,20.067277,4.763073,4.763073,0,244,120,50,0.458,0.329997,172.542945,0,401636.623,5277719.97,401636.4193,5277720.132,-32767,33.532332,20.119399,4.763073,4.763073,0,244,120,50,0.458,0.312019,152.376655,0,401636.504,5277719.97,0.178667,0.029207001,0.11899947,4.22820448875427e-07,0.18103852,0.11899947,21,T3,2021,21_D_Alt-2_Poly_2,PSME,45.8,Y,14,155,0,0,NA,NA,NA,NA,401636.6719,5277720.986,34.59200552,29.76920357,-0.073905664,-0.82519098,0.828493935,-0.252572664,-0.85439798,0.890948292,0.08687,401636.5087,5277720.146,189.785089,33.488897,401636.5635,5277719.97,223.273986,4.763073,H:\T3_DroneLidar\Da\Plots20_21_22\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_21_Tree_58.las,Plot_21_Tree_58,2532,2347,182,3,0,0,0,0,0,0,0,0.001,3,1.048705,1.191079,0.666066,0.443644,0.635132,0.97025,0.54026,2.612676,0.544108,0.566,0.5845,1.048705,0.374879,0.043894,0.02499,0.357469,0.117087,0.066661,0.042,0.17955,0.2631,0.3732,0.435,0.5313,0.7934,1.0935,1.186,1.2997,1.40525,1.6628,1.9097,2.3936,2.65914,0.349351,1.242277,1.393873,140,230,175.71722,171.428571,14.345672,205.798313,0.081641,19,0.646406,3.308637,11.32212,175.71722,7.891843,1.011707,1.124716,0.044912,0.128197,0.142516,147,153,159,166,166,166,172,172,178,178,185,185,198,204,210,38.383193
21,59,21_59_TSHE,401636.243,5277722.895,190.504119,30.774361,18.464616,4.516111,4.516111,0,244,120,50,0.403,1.263692,274.605899,0,401635.5665,5277722.949,401636.2268,5277722.816,-32767,30.832427,18.499455,4.516111,4.516111,0,244,120,50,0.403,1.104056,283.438027,0,401635.649,5277722.954,0.016179,0.079062,-0.082499777,-0.004499727,0.080700433,0.082622398,21,T3,2021,21_D_Alt-2_Poly_2,TSHE,40.3,Y,11.1,155,0,0,NA,NA,NA,NA,401635.4463,5277723.614,34.21885642,28.22569552,0.796687295,-0.719483561,1.073483694,0.780508295,-0.798545561,1.116632532,0.058066,401636.2349,5277722.855,190.504119,30.803394,401635.6078,5277722.952,221.307513,4.516111,H:\T3_DroneLidar\Da\Plots20_21_22\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_21_Tree_59.las,Plot_21_Tree_59,2235,2014,215,6,0,0,0,0,0,0,0,0.001,3,0.716764,0.286619,0.557461,0.310762,0.777746,0.771,0.878246,3.031981,0.459849,0.346,0.282381,0.716764,0.307311,0.065851,0.02213,0.428747,0.214282,0.072012,0.01,0.058,0.116,0.231,0.276,0.316,0.406,0.548,0.783,0.9348,1.047,1.2052,1.5508,1.9479,2.079,0.238668,0.907951,1.059178,140,255,186.887248,183.809524,14.290276,204.21199,0.076465,20,0.380703,4.144906,10.901111,186.887248,7.799901,0.250538,1.310129,0.041736,0.032121,0.167967,153,166,166,178,178,178,185,185,191,191,198,198,204,210,230,33.404118
21,61,21_61_PSME,401634.096,5277725.503,189.44163,35.167976,21.100786,4.04601,4.04601,0,244,120,50,0.355,0.337998,33.996459,0,401634.212,5277725.675,401634.096,5277725.503,-32767,35.144081,21.086448,4.04601,4.04601,0,244,120,50,0.355,0.338228,33.996459,0,401634.212,5277725.675,0,0,-6.43E-08,-9.50E-08,0,1.14688886805105e-07,21,T3,2021,21_D_Alt-2_Poly_2,PSME,35.5,Y,8.9,158,0,0,NA,NA,NA,NA,401634.0892,5277725.423,28.70214531,25.2875597,0.006751319,0.08043631,0.080719144,0.006751319,0.08043631,0.080719144,0.023895,401634.096,5277725.503,189.44163,35.1560285,401634.212,5277725.675,224.5976585,4.04601,H:\T3_DroneLidar\Da\Plots20_21_22\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_21_Tree_61.las,Plot_21_Tree_61,2258,2141,115,2,0,0,0,0,0,0,0,0.001,3,1.052539,0.334222,0.710491,0.504798,0.675026,0.9615,0.722983,2.771584,0.5707,0.491,0.612778,1.052539,0.396455,0.066276,0.035359,0.376665,0.167172,0.089189,0.024,0.13885,0.253,0.3774,0.44325,0.557,0.765,0.947,1.1292,1.2799,1.40475,1.6622,2.2053,2.426899,2.819,0.35063,1.269808,1.445205,134,236,177.157219,177.714286,16.052213,257.673543,0.09061,19,0.92226,4.417274,11.959142,177.157219,8.629533,1.282151,1.580014,0.048711,0.148577,0.183094,147,153,159,166,166,166,172,178,178,185,185,185,198,210,230,36.30542
21,66,21_66_PSME,401629.6514,5277720.453,185.970944,22.876664,13.725999,2.663043,2.663043,0,244,120,50,0.196,1.149788,7.590153,0,401629.712,5277720.908,401629.712,5277720.908,-32767,22.705812,13.623488,2.663043,2.663043,0,244,120,50,0.196,0.01,90,0,401629.716,5277720.908,-0.060634,-0.455026,-0.003963,5.50411641597748e-07,0.459048083,0.003963,21,T3,2021,21_D_Alt-2_Poly_2,PSME,19.6,Y,13.3,186,0,0,NA,NA,NA,NA,401629.365,5277720.447,17.70902127,16.64401773,0.286344562,0.00561521,0.286399614,0.346978562,0.46064121,0.57670135,0.170852,401629.6817,5277720.68,185.970944,22.791238,401629.714,5277720.908,208.762182,2.663043,H:\T3_DroneLidar\Da\Plots20_21_22\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_21_Tree_66.las,Plot_21_Tree_66,1762,1481,259,22,0,0,0,0,0,0,0,0.002,3,1.251564,1.667556,0.739035,0.546173,0.59049,1.14625,0.007703,2.025865,0.626602,0.575,0.596556,1.251564,0.425269,-0.001138,0.015153,0.33979,-0.002676,0.035631,0.02022,0.0772,0.1535,0.522,0.66725,0.7606,1.0662,1.277,1.5166,1.7117,1.8135,1.9226,2.2579,2.41075,2.724,0.416799,1.453367,1.589135,147,249,183.211124,184.238095,12.867372,165.569257,0.070232,19,0.77429,4.352612,9.605056,183.211124,6.898289,0.753564,1.343293,0.037652,0.109239,0.194728,159,166,166,172,172,178,178,185,185,185,191,191,198,210,223,44.905371
